BUSINESS_DATE,SECURITY_NAME,SYMBOL,AVERAGE_TRADED_PRICE
2023-07-17,Nyadi Hydropower Limited,NYADI,264.1
2023-07-16,Nyadi Hydropower Limited,NYADI,261.78
2023-07-13,Nyadi Hydropower Limited,NYADI,268.22
2023-07-17,Oriental Hotels Limited,OHL,809.14
2023-07-16,Oriental Hotels Limited,OHL,793.06
2023-07-13,Oriental Hotels Limited,OHL,796.32
2023-07-17,Panchakanya Mai Hydropower Ltd,PMHPL,202.46
2023-07-16,Panchakanya Mai Hydropower Ltd,PMHPL,200.65
2023-07-13,Panchakanya Mai Hydropower Ltd,PMHPL,206.23
2023-07-17,Panchthar Power Compant Limited,PPCL,275.77
2023-07-16,Panchthar Power Compant Limited,PPCL,272.19
2023-07-13,Panchthar Power Compant Limited,PPCL,275.86
2023-07-17,People's Power Limited,PPL,248.47
2023-07-16,People's Power Limited,PPL,246.41
2023-07-13,People's Power Limited,PPL,254.82
2023-07-17,Peoples Hydropower Company Limited,PHCL,326.2
2023-07-16,Peoples Hydropower Company Limited,PHCL,322.88
2023-07-13,Peoples Hydropower Company Limited,PHCL,325.71
2023-07-17,Pokhara Finance Ltd.,PFL,409.38
2023-07-16,Pokhara Finance Ltd.,PFL,397.94
2023-07-13,Pokhara Finance Ltd.,PFL,404.32
2023-07-17,Prabhu  Bank Limited,PRVU,167.37
2023-07-16,Prabhu  Bank Limited,PRVU,161.3
2023-07-13,Prabhu  Bank Limited,PRVU,160.82
2023-07-16,Prabhu  Bank Limited Promoter Share,PRVUPO,113.12
2023-07-13,Prabhu  Bank Limited Promoter Share,PRVUPO,114.99
2023-07-17,Prabhu Insurance Ltd.,PRIN,765.7
2023-07-16,Prabhu Insurance Ltd.,PRIN,754.4
2023-07-13,Prabhu Insurance Ltd.,PRIN,756.29
2023-07-13,Prabhu Life Insurance Limited,PLI,595.76
2023-07-17,Prabhu Select Fund,PSF,8.98
2023-07-16,Prabhu Select Fund,PSF,9.04
2023-07-13,Prabhu Select Fund,PSF,9.12
2023-07-17,Prabhu Smart Fund,PRSF,9.89
2023-07-16,Prabhu Smart Fund,PRSF,9.76
2023-07-13,Prabhu Smart Fund,PRSF,8.95
2023-07-17,Prime Commercial Bank Ltd.,PCBL,197.38
2023-07-16,Prime Commercial Bank Ltd.,PCBL,192.1
2023-07-13,Prime Commercial Bank Ltd.,PCBL,192.19
2023-07-13,Prime Commercial Bank Promoter Share,PCBLP,147.0
2023-07-17,Progressive Finance Limited,PROFL,419.15
2023-07-16,Progressive Finance Limited,PROFL,411.17
2023-07-13,Progressive Finance Limited,PROFL,422.75
2023-07-17,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,305.13
2023-07-16,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,300.83
2023-07-13,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,308.32
2023-07-17,RBB Mutual Fund 1,RMF1,8.07
2023-07-16,RBB Mutual Fund 1,RMF1,7.92
2023-07-13,RBB Mutual Fund 1,RMF1,7.74
2023-07-17,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,626.34
2023-07-16,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,619.37
2023-07-13,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,634.08
2023-07-17,Radhi Bidyut Company Ltd,RADHI,236.14
2023-07-16,Radhi Bidyut Company Ltd,RADHI,232.6
2023-07-13,Radhi Bidyut Company Ltd,RADHI,239.24
2023-07-17,Rapti Hydro And General Construction Limited,RHGCL,242.49
2023-07-16,Rapti Hydro And General Construction Limited,RHGCL,241.06
2023-07-13,Rapti Hydro And General Construction Limited,RHGCL,243.89
2023-07-13,Rastra Utthan Laghubitta Sanstha Limited,RULB,762.95
2023-07-17,Rastriya Beema Company Limited,RBCL,15952.65
2023-07-16,Rastriya Beema Company Limited,RBCL,15381.28
2023-07-13,Rastriya Beema Company Limited,RBCL,15145.92
2023-07-16,Rastriya Beema Company Limited Promoter Share,RBCLPO,14311.69
2023-07-13,Rastriya Beema Company Limited Promoter Share,RBCLPO,14102.34
2023-07-17,Rawa Energy Development Limited,RAWA,353.9
2023-07-16,Rawa Energy Development Limited,RAWA,352.78
2023-07-13,Rawa Energy Development Limited,RAWA,354.45
2023-07-17,Reliance Finance Ltd.,RLFL,391.02
2023-07-16,Reliance Finance Ltd.,RLFL,371.63
2023-07-13,Reliance Finance Ltd.,RLFL,378.5
2023-07-13,Reliance Finance Ltd. Promoter Share,RLFLPO,215.0
2023-07-17,Ridi Power Company Limited,RIDI,249.77
2023-07-16,Ridi Power Company Limited,RIDI,242.72
2023-07-13,Ridi Power Company Limited,RIDI,249.53
2023-07-17,River Falls Power Limited,RFPL,255.1
2023-07-16,River Falls Power Limited,RFPL,246.68
2023-07-13,River Falls Power Limited,RFPL,257.68
2023-07-17,Ru Ru Jalbidhyut Pariyojana Limited,RURU,788.51
2023-07-16,Ru Ru Jalbidhyut Pariyojana Limited,RURU,779.84
2023-07-13,Ru Ru Jalbidhyut Pariyojana Limited,RURU,800.22
2023-07-17,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,302.41
2023-07-16,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,296.68
2023-07-13,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,301.19
2023-07-17,SHIVAM CEMENTS LTD,SHIVM,655.24
2023-07-16,SHIVAM CEMENTS LTD,SHIVM,653.86
2023-07-13,SHIVAM CEMENTS LTD,SHIVM,664.95
2023-07-17,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,743.06
2023-07-16,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,726.3
2023-07-13,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,746.16
2023-07-17,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,735.58
2023-07-16,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,737.74
2023-07-13,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,744.06
2023-07-17,Sagarmatha Jalabidhyut Company Limited,SMJC,252.99
2023-07-16,Sagarmatha Jalabidhyut Company Limited,SMJC,251.48
2023-07-13,Sagarmatha Jalabidhyut Company Limited,SMJC,257.91
2023-07-17,Sagarmatha Lumbini Insurance Co. Limited,SALICO,762.92
2023-07-16,Sagarmatha Lumbini Insurance Co. Limited,SALICO,746.54
2023-07-13,Sagarmatha Lumbini Insurance Co. Limited,SALICO,757.67
2023-07-17,Sahas Urja Limited,SAHAS,487.89
2023-07-16,Sahas Urja Limited,SAHAS,482.66
2023-07-13,Sahas Urja Limited,SAHAS,488.65
2023-07-17,Salt Trading Corporation,STC,4990.87
2023-07-16,Salt Trading Corporation,STC,4898.49
2023-07-13,Salt Trading Corporation,STC,4967.65
2023-07-17,Samaj Laghubittya Bittiya Sanstha Limited,SAMAJ,72.62
2023-07-17,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,697.86
2023-07-16,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,692.42
2023-07-13,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,681.11
2023-07-17,Samling Power Company Limited,SPC,410.08
2023-07-16,Samling Power Company Limited,SPC,406.15
2023-07-13,Samling Power Company Limited,SPC,411.59
2023-07-17,Samriddhi Finance Company Limited,SFCL,333.58
2023-07-16,Samriddhi Finance Company Limited,SFCL,322.9
2023-07-13,Samriddhi Finance Company Limited,SFCL,332.1
2023-07-17,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,935.98
2023-07-16,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,934.69
2023-07-13,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,909.5
2023-07-17,Sanima Bank Limited,SANIMA,270.01
2023-07-16,Sanima Bank Limited,SANIMA,259.23
2023-07-13,Sanima Bank Limited,SANIMA,255.79
2023-07-17,Sanima Equity Fund,SAEF,11.48
2023-07-16,Sanima Equity Fund,SAEF,11.53
2023-07-13,Sanima Equity Fund,SAEF,11.03
2023-07-17,Sanima GIC Insurance Limited,SGIC,657.61
2023-07-16,Sanima GIC Insurance Limited,SGIC,641.93
2023-07-13,Sanima GIC Insurance Limited,SGIC,651.72
2023-07-17,Sanima Growth Fund,SAGF,9.3
2023-07-16,Sanima Growth Fund,SAGF,9.18
2023-07-13,Sanima Growth Fund,SAGF,8.78
2023-07-17,Sanima Large Cap Fund,SLCF,8.51
2023-07-16,Sanima Large Cap Fund,SLCF,8.49
2023-07-13,Sanima Large Cap Fund,SLCF,8.06
2023-07-17,Sanima Mai Hydropower Ltd.,SHPC,363.86
2023-07-16,Sanima Mai Hydropower Ltd.,SHPC,356.71
2023-07-13,Sanima Mai Hydropower Ltd.,SHPC,367.14
2023-07-17,Sanima Middle Tamor Hydropower Limited,TAMOR,287.61
2023-07-16,Sanima Middle Tamor Hydropower Limited,TAMOR,286.99
2023-07-13,Sanima Middle Tamor Hydropower Limited,TAMOR,292.2
2023-07-17,Sanima Reliance Life Insurance Limited,SRLI,567.17
2023-07-16,Sanima Reliance Life Insurance Limited,SRLI,553.16
2023-07-13,Sanima Reliance Life Insurance Limited,SRLI,562.42
2023-07-17,Saptakoshi Development Bank Ltd,SAPDBL,262.31
2023-07-16,Saptakoshi Development Bank Ltd,SAPDBL,255.89
2023-07-13,Saptakoshi Development Bank Ltd,SAPDBL,265.73
2023-07-17,Sayapatri Hydropower Limited,SPHL,365.48
2023-07-16,Sayapatri Hydropower Limited,SPHL,360.81
2023-07-13,Sayapatri Hydropower Limited,SPHL,365.62
2023-07-16,Shangri-la Development Bank Debenture 2087,SDBD87,864.5
2023-07-13,Shangri-la Development Bank Debenture 2087,SDBD87,847.6
2023-07-17,Shangrila Development Bank Ltd.,SADBL,335.66
2023-07-16,Shangrila Development Bank Ltd.,SADBL,326.09
2023-07-13,Shangrila Development Bank Ltd.,SADBL,328.98
2023-07-17,Shikhar Insurance Co. Ltd.,SICL,857.94
2023-07-16,Shikhar Insurance Co. Ltd.,SICL,849.01
2023-07-13,Shikhar Insurance Co. Ltd.,SICL,854.96
2023-07-17,Shine Resunga Development Bank Ltd.,SHINE,400.73
2023-07-16,Shine Resunga Development Bank Ltd.,SHINE,382.47
2023-07-13,Shine Resunga Development Bank Ltd.,SHINE,389.66
2023-07-17,Shiva Shree Hydropower Ltd,SSHL,183.91
2023-07-16,Shiva Shree Hydropower Ltd,SSHL,182.51
2023-07-13,Shiva Shree Hydropower Ltd,SSHL,190.45
2023-07-17,Shree Investment Finance Co. Ltd.,SIFC,386.59
2023-07-16,Shree Investment Finance Co. Ltd.,SIFC,374.74
2023-07-13,Shree Investment Finance Co. Ltd.,SIFC,382.26
2023-07-17,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,1194.72
2023-07-16,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,1144.76
2023-07-13,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,1147.64
2023-07-17,Shuvam Power Limited,SPL,799.2
2023-07-16,Shuvam Power Limited,SPL,767.64
2023-07-13,Shuvam Power Limited,SPL,794.1
2023-07-17,Siddhartha Bank Limited,SBL,261.6
2023-07-16,Siddhartha Bank Limited,SBL,250.97
2023-07-13,Siddhartha Bank Limited,SBL,245.82
2023-07-17,Siddhartha Equity Fund,SEF,9.25
2023-07-16,Siddhartha Equity Fund,SEF,8.95
2023-07-13,Siddhartha Equity Fund,SEF,8.71
2023-07-17,Siddhartha Investment Growth Scheme - 2,SIGS2,8.95
2023-07-16,Siddhartha Investment Growth Scheme - 2,SIGS2,8.85
2023-07-13,Siddhartha Investment Growth Scheme - 2,SIGS2,8.63
2023-07-17,Siddhartha Premier Insurance Limited,SPIL,787.16
2023-07-16,Siddhartha Premier Insurance Limited,SPIL,774.79
2023-07-13,Siddhartha Premier Insurance Limited,SPIL,780.61
2023-07-17,Sikles Hydropower Limited,SIKLES,391.47
2023-07-16,Sikles Hydropower Limited,SIKLES,387.56
2023-07-13,Sikles Hydropower Limited,SIKLES,398.13
2023-07-17,Sindhu Bikash Bank Ltd,SINDU,281.56
2023-07-16,Sindhu Bikash Bank Ltd,SINDU,278.26
2023-07-13,Sindhu Bikash Bank Ltd,SINDU,282.52
2023-07-17,Singati Hydro Energy Limited,SHEL,279.47
2023-07-16,Singati Hydro Energy Limited,SHEL,278.36
2023-07-13,Singati Hydro Energy Limited,SHEL,280.95
2023-07-17,Soaltee Hotel Limited,SHL,490.28
2023-07-16,Soaltee Hotel Limited,SHL,486.86
2023-07-13,Soaltee Hotel Limited,SHL,491.31
2023-07-17,Standard Chartered Bank Limited,SCB,541.27
2023-07-16,Standard Chartered Bank Limited,SCB,534.28
2023-07-13,Standard Chartered Bank Limited,SCB,532.18
2023-07-13,Summit Laghubitta Bittiya Sanstha Limited,SMFDB,962.52
2023-07-13,Sunrise Bank Limited,SRBL,172.9
2023-07-17,Sunrise Bluechip Fund,SBCF,7.99
2023-07-16,Sunrise Bluechip Fund,SBCF,7.88
2023-07-13,Sunrise Bluechip Fund,SBCF,7.92
2023-07-17,Sunrise First Mutual Fund,SFMF,11.02
2023-07-16,Sunrise First Mutual Fund,SFMF,10.96
2023-07-13,Sunrise First Mutual Fund,SFMF,10.94
2023-07-17,Sunrise Focused Equity Fund,SFEF,9.67
2023-07-16,Sunrise Focused Equity Fund,SFEF,8.67
2023-07-13,Sunrise Focused Equity Fund,SFEF,8.78
2023-07-17,Super Madi Hydropower Limited,SMHL,400.13
2023-07-16,Super Madi Hydropower Limited,SMHL,388.19
2023-07-13,Super Madi Hydropower Limited,SMHL,404.59
2023-07-17,Super Mai Hydropower Limited,SMH,561.64
2023-07-16,Super Mai Hydropower Limited,SMH,552.07
2023-07-13,Super Mai Hydropower Limited,SMH,550.33
2023-07-17,Support Microfinance Bittiya Sanstha Ltd.,SMB,967.84
2023-07-16,Support Microfinance Bittiya Sanstha Ltd.,SMB,950.81
2023-07-13,Support Microfinance Bittiya Sanstha Ltd.,SMB,962.1
2023-07-17,SuryaJyoti Life Insurance Company Limited,SJLIC,618.16
2023-07-16,SuryaJyoti Life Insurance Company Limited,SJLIC,614.14
2023-07-13,SuryaJyoti Life Insurance Company Limited,SJLIC,623.53
2023-07-17,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,753.34
2023-07-16,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,727.64
2023-07-13,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,740.09
2023-07-17,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,874.73
2023-07-16,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,860.76
2023-07-13,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,868.86
2023-07-17,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,1155.38
2023-07-16,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,1148.73
2023-07-13,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,1143.74
2023-07-17,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,711.51
2023-07-16,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,696.65
2023-07-13,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,708.14
2023-07-17,Swet-Ganga Hydropower & Construction Limited ,SGHC,269.18
2023-07-16,Swet-Ganga Hydropower & Construction Limited ,SGHC,263.97
2023-07-13,Swet-Ganga Hydropower & Construction Limited ,SGHC,271.71
2023-07-17,Synergy Power Development Ltd.,SPDL,253.97
2023-07-16,Synergy Power Development Ltd.,SPDL,251.2
2023-07-13,Synergy Power Development Ltd.,SPDL,259.72
2023-07-17,Taragaon Regency Hotel Limited,TRH,805.21
2023-07-16,Taragaon Regency Hotel Limited,TRH,789.02
2023-07-13,Taragaon Regency Hotel Limited,TRH,791.91
2023-07-17,Terhathum Power Company Limited,TPC,365.1
2023-07-16,Terhathum Power Company Limited,TPC,362.98
2023-07-13,Terhathum Power Company Limited,TPC,373.97
2023-07-17,UNIVERSAL POWER COMPANY LTD,UPCL,223.09
2023-07-16,UNIVERSAL POWER COMPANY LTD,UPCL,218.07
2023-07-13,UNIVERSAL POWER COMPANY LTD,UPCL,223.96
2023-07-17,Unilever Nepal Limited,UNL,33117.02
2023-07-16,Unilever Nepal Limited,UNL,32921.75
2023-07-13,Unilever Nepal Limited,UNL,32235.09
2023-07-17,Union Hydropower Limited,UNHPL,199.93
2023-07-16,Union Hydropower Limited,UNHPL,198.67
2023-07-13,Union Hydropower Limited,UNHPL,203.46
2023-07-17,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1324.16
2023-07-16,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1326.18
2023-07-13,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1347.88
2023-07-17,United Ajod Insurance Limited,UAIL,533.81
2023-07-17,United IDI Mardi RB Hydropower Limited.,UMRH,447.64
2023-07-16,United IDI Mardi RB Hydropower Limited.,UMRH,435.8
2023-07-13,United IDI Mardi RB Hydropower Limited.,UMRH,443.37
2023-07-17,United Modi Hydropower Ltd.,UMHL,215.62
2023-07-16,United Modi Hydropower Ltd.,UMHL,211.52
2023-07-13,United Modi Hydropower Ltd.,UMHL,218.13
2023-07-17,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,849.2
2023-07-16,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,835.8
2023-07-13,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,824.77
2023-07-17,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,1401.6
2023-07-16,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,1386.72
2023-07-13,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,1393.45
2023-07-17,Upper Hewakhola Hydropower Company Limited,UHEWA,304.23
2023-07-16,Upper Hewakhola Hydropower Company Limited,UHEWA,299.19
2023-07-13,Upper Hewakhola Hydropower Company Limited,UHEWA,309.5
2023-07-17,Upper Solu Hydro Electric Company Limited,USHEC,258.68
2023-07-16,Upper Solu Hydro Electric Company Limited,USHEC,258.5
2023-07-13,Upper Solu Hydro Electric Company Limited,USHEC,263.67
2023-07-17,Upper Tamakoshi Hydropower Ltd,UPPER,426.41
2023-07-16,Upper Tamakoshi Hydropower Ltd,UPPER,425.86
2023-07-13,Upper Tamakoshi Hydropower Ltd,UPPER,430.39
2023-07-13,Vijaya laghubitta Bittiya Sanstha Ltd.,VLBS,715.08
2023-07-17,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,821.79
2023-07-16,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,804.5
2023-07-13,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,807.16
