BUSINESS_DATE,SECURITY_NAME,SYMBOL,LOW_PRICE
2023-07-17,Nyadi Hydropower Limited,NYADI,260.0
2023-07-16,Nyadi Hydropower Limited,NYADI,260.1
2023-07-13,Nyadi Hydropower Limited,NYADI,265.0
2023-07-17,Oriental Hotels Limited,OHL,783.1
2023-07-16,Oriental Hotels Limited,OHL,786.0
2023-07-13,Oriental Hotels Limited,OHL,788.9
2023-07-17,Panchakanya Mai Hydropower Ltd,PMHPL,200.2
2023-07-16,Panchakanya Mai Hydropower Ltd,PMHPL,200.0
2023-07-13,Panchakanya Mai Hydropower Ltd,PMHPL,203.0
2023-07-17,Panchthar Power Compant Limited,PPCL,266.0
2023-07-16,Panchthar Power Compant Limited,PPCL,268.0
2023-07-13,Panchthar Power Compant Limited,PPCL,266.1
2023-07-17,People's Power Limited,PPL,240.2
2023-07-16,People's Power Limited,PPL,240.1
2023-07-13,People's Power Limited,PPL,245.0
2023-07-17,Peoples Hydropower Company Limited,PHCL,321.8
2023-07-16,Peoples Hydropower Company Limited,PHCL,316.1
2023-07-13,Peoples Hydropower Company Limited,PHCL,318.0
2023-07-17,Pokhara Finance Ltd.,PFL,391.0
2023-07-16,Pokhara Finance Ltd.,PFL,394.0
2023-07-13,Pokhara Finance Ltd.,PFL,398.0
2023-07-17,Prabhu  Bank Limited,PRVU,161.2
2023-07-16,Prabhu  Bank Limited,PRVU,160.0
2023-07-13,Prabhu  Bank Limited,PRVU,159.6
2023-07-16,Prabhu  Bank Limited Promoter Share,PRVUPO,113.0
2023-07-13,Prabhu  Bank Limited Promoter Share,PRVUPO,112.0
2023-07-17,Prabhu Insurance Ltd.,PRIN,743.0
2023-07-16,Prabhu Insurance Ltd.,PRIN,742.1
2023-07-13,Prabhu Insurance Ltd.,PRIN,740.0
2023-07-13,Prabhu Life Insurance Limited,PLI,586.2
2023-07-17,Prabhu Select Fund,PSF,8.92
2023-07-16,Prabhu Select Fund,PSF,8.85
2023-07-13,Prabhu Select Fund,PSF,8.99
2023-07-17,Prabhu Smart Fund,PRSF,9.71
2023-07-16,Prabhu Smart Fund,PRSF,8.97
2023-07-13,Prabhu Smart Fund,PRSF,8.59
2023-07-17,Prime Commercial Bank Ltd.,PCBL,193.0
2023-07-16,Prime Commercial Bank Ltd.,PCBL,190.0
2023-07-13,Prime Commercial Bank Ltd.,PCBL,188.6
2023-07-13,Prime Commercial Bank Promoter Share,PCBLP,147.0
2023-07-17,Progressive Finance Limited,PROFL,400.8
2023-07-16,Progressive Finance Limited,PROFL,406.0
2023-07-13,Progressive Finance Limited,PROFL,414.0
2023-07-17,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,295.0
2023-07-16,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,300.0
2023-07-13,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,303.0
2023-07-17,RBB Mutual Fund 1,RMF1,7.92
2023-07-16,RBB Mutual Fund 1,RMF1,7.5
2023-07-13,RBB Mutual Fund 1,RMF1,7.6
2023-07-17,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,602.1
2023-07-16,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,611.0
2023-07-13,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,618.0
2023-07-17,Radhi Bidyut Company Ltd,RADHI,230.0
2023-07-16,Radhi Bidyut Company Ltd,RADHI,231.0
2023-07-13,Radhi Bidyut Company Ltd,RADHI,232.0
2023-07-17,Rapti Hydro And General Construction Limited,RHGCL,233.0
2023-07-16,Rapti Hydro And General Construction Limited,RHGCL,236.0
2023-07-13,Rapti Hydro And General Construction Limited,RHGCL,239.0
2023-07-13,Rastra Utthan Laghubitta Sanstha Limited,RULB,745.0
2023-07-17,Rastriya Beema Company Limited,RBCL,15582.0
2023-07-16,Rastriya Beema Company Limited,RBCL,14950.0
2023-07-13,Rastriya Beema Company Limited,RBCL,15000.0
2023-07-16,Rastriya Beema Company Limited Promoter Share,RBCLPO,13384.0
2023-07-13,Rastriya Beema Company Limited Promoter Share,RBCLPO,13426.0
2023-07-17,Rawa Energy Development Limited,RAWA,346.2
2023-07-16,Rawa Energy Development Limited,RAWA,350.1
2023-07-13,Rawa Energy Development Limited,RAWA,333.2
2023-07-17,Reliance Finance Ltd.,RLFL,378.0
2023-07-16,Reliance Finance Ltd.,RLFL,365.1
2023-07-13,Reliance Finance Ltd.,RLFL,371.0
2023-07-13,Reliance Finance Ltd. Promoter Share,RLFLPO,215.0
2023-07-17,Ridi Power Company Limited,RIDI,243.0
2023-07-16,Ridi Power Company Limited,RIDI,240.0
2023-07-13,Ridi Power Company Limited,RIDI,239.0
2023-07-17,River Falls Power Limited,RFPL,242.4
2023-07-16,River Falls Power Limited,RFPL,243.0
2023-07-13,River Falls Power Limited,RFPL,250.0
2023-07-17,Ru Ru Jalbidhyut Pariyojana Limited,RURU,778.0
2023-07-16,Ru Ru Jalbidhyut Pariyojana Limited,RURU,775.1
2023-07-13,Ru Ru Jalbidhyut Pariyojana Limited,RURU,790.0
2023-07-17,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,293.0
2023-07-16,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,294.2
2023-07-13,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,297.0
2023-07-17,SHIVAM CEMENTS LTD,SHIVM,644.0
2023-07-16,SHIVAM CEMENTS LTD,SHIVM,647.1
2023-07-13,SHIVAM CEMENTS LTD,SHIVM,649.8
2023-07-17,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,729.5
2023-07-16,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,716.0
2023-07-13,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,740.0
2023-07-17,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,730.0
2023-07-16,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,732.0
2023-07-13,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,740.0
2023-07-17,Sagarmatha Jalabidhyut Company Limited,SMJC,247.0
2023-07-16,Sagarmatha Jalabidhyut Company Limited,SMJC,248.1
2023-07-13,Sagarmatha Jalabidhyut Company Limited,SMJC,254.0
2023-07-17,Sagarmatha Lumbini Insurance Co. Limited,SALICO,741.0
2023-07-16,Sagarmatha Lumbini Insurance Co. Limited,SALICO,743.3
2023-07-13,Sagarmatha Lumbini Insurance Co. Limited,SALICO,741.4
2023-07-17,Sahas Urja Limited,SAHAS,476.0
2023-07-16,Sahas Urja Limited,SAHAS,480.0
2023-07-13,Sahas Urja Limited,SAHAS,481.0
2023-07-17,Salt Trading Corporation,STC,4900.0
2023-07-16,Salt Trading Corporation,STC,4830.0
2023-07-13,Salt Trading Corporation,STC,4903.0
2023-07-17,Samaj Laghubittya Bittiya Sanstha Limited,SAMAJ,72.1
2023-07-17,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,666.0
2023-07-16,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,680.0
2023-07-13,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,676.0
2023-07-17,Samling Power Company Limited,SPC,395.5
2023-07-16,Samling Power Company Limited,SPC,398.7
2023-07-13,Samling Power Company Limited,SPC,408.0
2023-07-17,Samriddhi Finance Company Limited,SFCL,323.0
2023-07-16,Samriddhi Finance Company Limited,SFCL,317.6
2023-07-13,Samriddhi Finance Company Limited,SFCL,320.0
2023-07-17,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,927.0
2023-07-16,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,916.3
2023-07-13,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,901.0
2023-07-17,Sanima Bank Limited,SANIMA,259.3
2023-07-16,Sanima Bank Limited,SANIMA,254.2
2023-07-13,Sanima Bank Limited,SANIMA,250.9
2023-07-17,Sanima Equity Fund,SAEF,11.37
2023-07-16,Sanima Equity Fund,SAEF,11.35
2023-07-13,Sanima Equity Fund,SAEF,10.92
2023-07-17,Sanima GIC Insurance Limited,SGIC,641.0
2023-07-16,Sanima GIC Insurance Limited,SGIC,637.0
2023-07-13,Sanima GIC Insurance Limited,SGIC,641.9
2023-07-17,Sanima Growth Fund,SAGF,9.24
2023-07-16,Sanima Growth Fund,SAGF,8.46
2023-07-13,Sanima Growth Fund,SAGF,8.59
2023-07-17,Sanima Large Cap Fund,SLCF,8.36
2023-07-16,Sanima Large Cap Fund,SLCF,8.08
2023-07-13,Sanima Large Cap Fund,SLCF,7.82
2023-07-17,Sanima Mai Hydropower Ltd.,SHPC,355.1
2023-07-16,Sanima Mai Hydropower Ltd.,SHPC,354.0
2023-07-13,Sanima Mai Hydropower Ltd.,SHPC,357.3
2023-07-17,Sanima Middle Tamor Hydropower Limited,TAMOR,281.0
2023-07-16,Sanima Middle Tamor Hydropower Limited,TAMOR,282.0
2023-07-13,Sanima Middle Tamor Hydropower Limited,TAMOR,285.2
2023-07-17,Sanima Reliance Life Insurance Limited,SRLI,548.0
2023-07-16,Sanima Reliance Life Insurance Limited,SRLI,548.0
2023-07-13,Sanima Reliance Life Insurance Limited,SRLI,552.3
2023-07-17,Saptakoshi Development Bank Ltd,SAPDBL,253.1
2023-07-16,Saptakoshi Development Bank Ltd,SAPDBL,253.7
2023-07-13,Saptakoshi Development Bank Ltd,SAPDBL,257.1
2023-07-17,Sayapatri Hydropower Limited,SPHL,351.1
2023-07-16,Sayapatri Hydropower Limited,SPHL,357.3
2023-07-13,Sayapatri Hydropower Limited,SPHL,359.1
2023-07-16,Shangri-la Development Bank Debenture 2087,SDBD87,864.5
2023-07-13,Shangri-la Development Bank Debenture 2087,SDBD87,847.6
2023-07-17,Shangrila Development Bank Ltd.,SADBL,324.0
2023-07-16,Shangrila Development Bank Ltd.,SADBL,321.1
2023-07-13,Shangrila Development Bank Ltd.,SADBL,327.1
2023-07-17,Shikhar Insurance Co. Ltd.,SICL,842.0
2023-07-16,Shikhar Insurance Co. Ltd.,SICL,840.1
2023-07-13,Shikhar Insurance Co. Ltd.,SICL,843.0
2023-07-17,Shine Resunga Development Bank Ltd.,SHINE,382.0
2023-07-16,Shine Resunga Development Bank Ltd.,SHINE,380.0
2023-07-13,Shine Resunga Development Bank Ltd.,SHINE,383.3
2023-07-17,Shiva Shree Hydropower Ltd,SSHL,179.0
2023-07-16,Shiva Shree Hydropower Ltd,SSHL,180.5
2023-07-13,Shiva Shree Hydropower Ltd,SSHL,181.6
2023-07-17,Shree Investment Finance Co. Ltd.,SIFC,377.5
2023-07-16,Shree Investment Finance Co. Ltd.,SIFC,370.0
2023-07-13,Shree Investment Finance Co. Ltd.,SIFC,376.0
2023-07-17,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,1163.3
2023-07-16,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,1122.0
2023-07-13,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,1130.1
2023-07-17,Shuvam Power Limited,SPL,778.0
2023-07-16,Shuvam Power Limited,SPL,749.0
2023-07-13,Shuvam Power Limited,SPL,784.0
2023-07-17,Siddhartha Bank Limited,SBL,253.1
2023-07-16,Siddhartha Bank Limited,SBL,245.0
2023-07-13,Siddhartha Bank Limited,SBL,243.5
2023-07-17,Siddhartha Equity Fund,SEF,9.25
2023-07-16,Siddhartha Equity Fund,SEF,8.9
2023-07-13,Siddhartha Equity Fund,SEF,8.58
2023-07-17,Siddhartha Investment Growth Scheme - 2,SIGS2,8.75
2023-07-16,Siddhartha Investment Growth Scheme - 2,SIGS2,8.52
2023-07-13,Siddhartha Investment Growth Scheme - 2,SIGS2,8.45
2023-07-17,Siddhartha Premier Insurance Limited,SPIL,774.0
2023-07-16,Siddhartha Premier Insurance Limited,SPIL,769.0
2023-07-13,Siddhartha Premier Insurance Limited,SPIL,775.0
2023-07-17,Sikles Hydropower Limited,SIKLES,380.0
2023-07-16,Sikles Hydropower Limited,SIKLES,384.3
2023-07-13,Sikles Hydropower Limited,SIKLES,395.1
2023-07-17,Sindhu Bikash Bank Ltd,SINDU,273.5
2023-07-16,Sindhu Bikash Bank Ltd,SINDU,273.1
2023-07-13,Sindhu Bikash Bank Ltd,SINDU,273.1
2023-07-17,Singati Hydro Energy Limited,SHEL,275.0
2023-07-16,Singati Hydro Energy Limited,SHEL,275.0
2023-07-13,Singati Hydro Energy Limited,SHEL,274.0
2023-07-17,Soaltee Hotel Limited,SHL,479.0
2023-07-16,Soaltee Hotel Limited,SHL,480.0
2023-07-13,Soaltee Hotel Limited,SHL,475.0
2023-07-17,Standard Chartered Bank Limited,SCB,532.1
2023-07-16,Standard Chartered Bank Limited,SCB,526.0
2023-07-13,Standard Chartered Bank Limited,SCB,528.1
2023-07-13,Summit Laghubitta Bittiya Sanstha Limited,SMFDB,950.0
2023-07-13,Sunrise Bank Limited,SRBL,170.0
2023-07-17,Sunrise Bluechip Fund,SBCF,7.86
2023-07-16,Sunrise Bluechip Fund,SBCF,7.79
2023-07-13,Sunrise Bluechip Fund,SBCF,7.85
2023-07-17,Sunrise First Mutual Fund,SFMF,10.91
2023-07-16,Sunrise First Mutual Fund,SFMF,10.9
2023-07-13,Sunrise First Mutual Fund,SFMF,10.75
2023-07-17,Sunrise Focused Equity Fund,SFEF,9.15
2023-07-16,Sunrise Focused Equity Fund,SFEF,8.3
2023-07-13,Sunrise Focused Equity Fund,SFEF,8.5
2023-07-17,Super Madi Hydropower Limited,SMHL,390.0
2023-07-16,Super Madi Hydropower Limited,SMHL,377.5
2023-07-13,Super Madi Hydropower Limited,SMHL,399.0
2023-07-17,Super Mai Hydropower Limited,SMH,550.0
2023-07-16,Super Mai Hydropower Limited,SMH,540.0
2023-07-13,Super Mai Hydropower Limited,SMH,540.0
2023-07-17,Support Microfinance Bittiya Sanstha Ltd.,SMB,956.0
2023-07-16,Support Microfinance Bittiya Sanstha Ltd.,SMB,937.1
2023-07-13,Support Microfinance Bittiya Sanstha Ltd.,SMB,950.1
2023-07-17,SuryaJyoti Life Insurance Company Limited,SJLIC,609.0
2023-07-16,SuryaJyoti Life Insurance Company Limited,SJLIC,604.7
2023-07-13,SuryaJyoti Life Insurance Company Limited,SJLIC,611.6
2023-07-17,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,733.0
2023-07-16,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,716.1
2023-07-13,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,726.4
2023-07-17,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,862.4
2023-07-16,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,847.0
2023-07-13,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,858.1
2023-07-17,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,1127.0
2023-07-16,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,1128.0
2023-07-13,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,1123.0
2023-07-17,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,691.0
2023-07-16,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,692.1
2023-07-13,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,705.0
2023-07-17,Swet-Ganga Hydropower & Construction Limited ,SGHC,258.0
2023-07-16,Swet-Ganga Hydropower & Construction Limited ,SGHC,262.7
2023-07-13,Swet-Ganga Hydropower & Construction Limited ,SGHC,267.6
2023-07-17,Synergy Power Development Ltd.,SPDL,250.0
2023-07-16,Synergy Power Development Ltd.,SPDL,250.0
2023-07-13,Synergy Power Development Ltd.,SPDL,253.0
2023-07-17,Taragaon Regency Hotel Limited,TRH,775.0
2023-07-16,Taragaon Regency Hotel Limited,TRH,782.0
2023-07-13,Taragaon Regency Hotel Limited,TRH,775.0
2023-07-17,Terhathum Power Company Limited,TPC,358.0
2023-07-16,Terhathum Power Company Limited,TPC,356.0
2023-07-13,Terhathum Power Company Limited,TPC,363.0
2023-07-17,UNIVERSAL POWER COMPANY LTD,UPCL,215.0
2023-07-16,UNIVERSAL POWER COMPANY LTD,UPCL,216.0
2023-07-13,UNIVERSAL POWER COMPANY LTD,UPCL,218.6
2023-07-17,Unilever Nepal Limited,UNL,32338.1
2023-07-16,Unilever Nepal Limited,UNL,32890.0
2023-07-13,Unilever Nepal Limited,UNL,31886.0
2023-07-17,Union Hydropower Limited,UNHPL,197.0
2023-07-16,Union Hydropower Limited,UNHPL,196.0
2023-07-13,Union Hydropower Limited,UNHPL,200.0
2023-07-17,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1292.0
2023-07-16,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1313.0
2023-07-13,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1302.0
2023-07-17,United Ajod Insurance Limited,UAIL,499.2
2023-07-17,United IDI Mardi RB Hydropower Limited.,UMRH,430.7
2023-07-16,United IDI Mardi RB Hydropower Limited.,UMRH,432.5
2023-07-13,United IDI Mardi RB Hydropower Limited.,UMRH,433.6
2023-07-17,United Modi Hydropower Ltd.,UMHL,212.0
2023-07-16,United Modi Hydropower Ltd.,UMHL,210.0
2023-07-13,United Modi Hydropower Ltd.,UMHL,213.7
2023-07-17,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,837.0
2023-07-16,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,821.9
2023-07-13,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,820.0
2023-07-17,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,1370.0
2023-07-16,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,1380.0
2023-07-13,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,1379.9
2023-07-17,Upper Hewakhola Hydropower Company Limited,UHEWA,296.0
2023-07-16,Upper Hewakhola Hydropower Company Limited,UHEWA,297.0
2023-07-13,Upper Hewakhola Hydropower Company Limited,UHEWA,300.2
2023-07-17,Upper Solu Hydro Electric Company Limited,USHEC,251.0
2023-07-16,Upper Solu Hydro Electric Company Limited,USHEC,256.8
2023-07-13,Upper Solu Hydro Electric Company Limited,USHEC,257.9
2023-07-17,Upper Tamakoshi Hydropower Ltd,UPPER,421.1
2023-07-16,Upper Tamakoshi Hydropower Ltd,UPPER,423.1
2023-07-13,Upper Tamakoshi Hydropower Ltd,UPPER,424.0
2023-07-13,Vijaya laghubitta Bittiya Sanstha Ltd.,VLBS,712.0
2023-07-17,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,800.0
2023-07-16,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,803.0
2023-07-13,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,801.0
