BUSINESS_DATE,SECURITY_NAME,SYMBOL,TOTAL_TRADED_VALUE
2023-07-17,Nyadi Hydropower Limited,NYADI,570204.0
2023-07-16,Nyadi Hydropower Limited,NYADI,329853.3
2023-07-13,Nyadi Hydropower Limited,NYADI,2114654.4
2023-07-17,Oriental Hotels Limited,OHL,28578123.7
2023-07-16,Oriental Hotels Limited,OHL,13511428.9
2023-07-13,Oriental Hotels Limited,OHL,25255291.5
2023-07-17,Panchakanya Mai Hydropower Ltd,PMHPL,1161519.3
2023-07-16,Panchakanya Mai Hydropower Ltd,PMHPL,890316.5
2023-07-13,Panchakanya Mai Hydropower Ltd,PMHPL,5004490.6
2023-07-17,Panchthar Power Compant Limited,PPCL,4033474.5
2023-07-16,Panchthar Power Compant Limited,PPCL,3650683.3
2023-07-13,Panchthar Power Compant Limited,PPCL,17740978.6
2023-07-17,People's Power Limited,PPL,1279669.0
2023-07-16,People's Power Limited,PPL,1813362.3
2023-07-13,People's Power Limited,PPL,2289309.6
2023-07-17,Peoples Hydropower Company Limited,PHCL,5617222.0
2023-07-16,Peoples Hydropower Company Limited,PHCL,4245926.0
2023-07-13,Peoples Hydropower Company Limited,PHCL,24019499.0
2023-07-17,Pokhara Finance Ltd.,PFL,6738892.0
2023-07-16,Pokhara Finance Ltd.,PFL,2495888.4
2023-07-13,Pokhara Finance Ltd.,PFL,9694942.1
2023-07-17,Prabhu  Bank Limited,PRVU,26958781.2
2023-07-16,Prabhu  Bank Limited,PRVU,22015259.7
2023-07-13,Prabhu  Bank Limited,PRVU,29574574.6
2023-07-16,Prabhu  Bank Limited Promoter Share,PRVUPO,15599822.0
2023-07-13,Prabhu  Bank Limited Promoter Share,PRVUPO,17996310.0
2023-07-17,Prabhu Insurance Ltd.,PRIN,29756869.3
2023-07-16,Prabhu Insurance Ltd.,PRIN,26027779.4
2023-07-13,Prabhu Insurance Ltd.,PRIN,17040131.4
2023-07-13,Prabhu Life Insurance Limited,PLI,16938180.7
2023-07-17,Prabhu Select Fund,PSF,573921.1
2023-07-16,Prabhu Select Fund,PSF,678359.5
2023-07-13,Prabhu Select Fund,PSF,2159418.78
2023-07-17,Prabhu Smart Fund,PRSF,3094326.0
2023-07-16,Prabhu Smart Fund,PRSF,1005202.7
2023-07-13,Prabhu Smart Fund,PRSF,312474.0
2023-07-17,Prime Commercial Bank Ltd.,PCBL,16871871.4
2023-07-16,Prime Commercial Bank Ltd.,PCBL,14611029.3
2023-07-13,Prime Commercial Bank Ltd.,PCBL,9800503.8
2023-07-13,Prime Commercial Bank Promoter Share,PCBLP,3675000.0
2023-07-17,Progressive Finance Limited,PROFL,23708262.3
2023-07-16,Progressive Finance Limited,PROFL,15776418.6
2023-07-13,Progressive Finance Limited,PROFL,23543855.4
2023-07-17,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,2983311.0
2023-07-16,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,4083838.7
2023-07-13,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,9974413.1
2023-07-17,RBB Mutual Fund 1,RMF1,2136642.44
2023-07-16,RBB Mutual Fund 1,RMF1,447357.6
2023-07-13,RBB Mutual Fund 1,RMF1,500877.95
2023-07-17,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,14655264.3
2023-07-16,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,3259779.7
2023-07-13,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,7735184.2
2023-07-17,Radhi Bidyut Company Ltd,RADHI,4440909.9
2023-07-16,Radhi Bidyut Company Ltd,RADHI,7744198.5
2023-07-13,Radhi Bidyut Company Ltd,RADHI,20484480.5
2023-07-17,Rapti Hydro And General Construction Limited,RHGCL,2755216.7
2023-07-16,Rapti Hydro And General Construction Limited,RHGCL,1350470.8
2023-07-13,Rapti Hydro And General Construction Limited,RHGCL,2801360.5
2023-07-13,Rastra Utthan Laghubitta Sanstha Limited,RULB,2590242.0
2023-07-17,Rastriya Beema Company Limited,RBCL,18616745.0
2023-07-16,Rastriya Beema Company Limited,RBCL,15996540.1
2023-07-13,Rastriya Beema Company Limited,RBCL,10284084.3
2023-07-16,Rastriya Beema Company Limited Promoter Share,RBCLPO,37668393.0
2023-07-13,Rastriya Beema Company Limited Promoter Share,RBCLPO,28980320.0
2023-07-17,Rawa Energy Development Limited,RAWA,2864496.0
2023-07-16,Rawa Energy Development Limited,RAWA,3961376.5
2023-07-13,Rawa Energy Development Limited,RAWA,6528373.1
2023-07-17,Reliance Finance Ltd.,RLFL,20121616.1
2023-07-16,Reliance Finance Ltd.,RLFL,21381433.1
2023-07-13,Reliance Finance Ltd.,RLFL,20508228.3
2023-07-13,Reliance Finance Ltd. Promoter Share,RLFLPO,4441040.0
2023-07-17,Ridi Power Company Limited,RIDI,5777858.9
2023-07-16,Ridi Power Company Limited,RIDI,7494578.2
2023-07-13,Ridi Power Company Limited,RIDI,20190516.5
2023-07-17,River Falls Power Limited,RFPL,2501299.0
2023-07-16,River Falls Power Limited,RFPL,1027453.0
2023-07-13,River Falls Power Limited,RFPL,2509088.6
2023-07-17,Ru Ru Jalbidhyut Pariyojana Limited,RURU,501494.0
2023-07-16,Ru Ru Jalbidhyut Pariyojana Limited,RURU,67066.4
2023-07-13,Ru Ru Jalbidhyut Pariyojana Limited,RURU,716198.2
2023-07-17,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,3714839.4
2023-07-16,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,2557728.5
2023-07-13,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,7130745.5
2023-07-17,SHIVAM CEMENTS LTD,SHIVM,148619455.1
2023-07-16,SHIVAM CEMENTS LTD,SHIVM,191311372.9
2023-07-13,SHIVAM CEMENTS LTD,SHIVM,237593348.6
2023-07-17,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,425034.4
2023-07-16,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,480085.4
2023-07-13,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,2034044.5
2023-07-17,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,344990.2
2023-07-16,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,165255.8
2023-07-13,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,363102.6
2023-07-17,Sagarmatha Jalabidhyut Company Limited,SMJC,3343087.0
2023-07-16,Sagarmatha Jalabidhyut Company Limited,SMJC,2841075.9
2023-07-13,Sagarmatha Jalabidhyut Company Limited,SMJC,6314677.3
2023-07-17,Sagarmatha Lumbini Insurance Co. Limited,SALICO,15425563.4
2023-07-16,Sagarmatha Lumbini Insurance Co. Limited,SALICO,12497135.5
2023-07-13,Sagarmatha Lumbini Insurance Co. Limited,SALICO,26400449.9
2023-07-17,Sahas Urja Limited,SAHAS,3643148.0
2023-07-16,Sahas Urja Limited,SAHAS,3829925.0
2023-07-13,Sahas Urja Limited,SAHAS,8019359.4
2023-07-17,Salt Trading Corporation,STC,6418262.0
2023-07-16,Salt Trading Corporation,STC,19295180.2
2023-07-13,Salt Trading Corporation,STC,4719269.0
2023-07-17,Samaj Laghubittya Bittiya Sanstha Limited,SAMAJ,1525.1
2023-07-17,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,1192655.1
2023-07-16,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,824675.2
2023-07-13,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,1208294.0
2023-07-17,Samling Power Company Limited,SPC,385481.0
2023-07-16,Samling Power Company Limited,SPC,150277.0
2023-07-13,Samling Power Company Limited,SPC,982071.9
2023-07-17,Samriddhi Finance Company Limited,SFCL,11498854.7
2023-07-16,Samriddhi Finance Company Limited,SFCL,6394401.9
2023-07-13,Samriddhi Finance Company Limited,SFCL,17719882.2
2023-07-17,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,241485.0
2023-07-16,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,40191.9
2023-07-13,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,165529.0
2023-07-17,Sanima Bank Limited,SANIMA,39945794.4
2023-07-16,Sanima Bank Limited,SANIMA,9198248.9
2023-07-13,Sanima Bank Limited,SANIMA,38122770.1
2023-07-17,Sanima Equity Fund,SAEF,187451.25
2023-07-16,Sanima Equity Fund,SAEF,559621.0
2023-07-13,Sanima Equity Fund,SAEF,680139.0
2023-07-17,Sanima GIC Insurance Limited,SGIC,8003786.4
2023-07-16,Sanima GIC Insurance Limited,SGIC,12584588.1
2023-07-13,Sanima GIC Insurance Limited,SGIC,14018038.2
2023-07-17,Sanima Growth Fund,SAGF,16327.2
2023-07-16,Sanima Growth Fund,SAGF,132058.5
2023-07-13,Sanima Growth Fund,SAGF,23711.0
2023-07-17,Sanima Large Cap Fund,SLCF,9364.0
2023-07-16,Sanima Large Cap Fund,SLCF,614553.79
2023-07-13,Sanima Large Cap Fund,SLCF,83032.0
2023-07-17,Sanima Mai Hydropower Ltd.,SHPC,12920706.1
2023-07-16,Sanima Mai Hydropower Ltd.,SHPC,14309455.9
2023-07-13,Sanima Mai Hydropower Ltd.,SHPC,27580604.2
2023-07-17,Sanima Middle Tamor Hydropower Limited,TAMOR,4154878.7
2023-07-16,Sanima Middle Tamor Hydropower Limited,TAMOR,3557333.0
2023-07-13,Sanima Middle Tamor Hydropower Limited,TAMOR,7378816.6
2023-07-17,Sanima Reliance Life Insurance Limited,SRLI,20135864.8
2023-07-16,Sanima Reliance Life Insurance Limited,SRLI,11697834.8
2023-07-13,Sanima Reliance Life Insurance Limited,SRLI,22310289.2
2023-07-17,Saptakoshi Development Bank Ltd,SAPDBL,3328285.7
2023-07-16,Saptakoshi Development Bank Ltd,SAPDBL,2014936.1
2023-07-13,Saptakoshi Development Bank Ltd,SAPDBL,4263506.0
2023-07-17,Sayapatri Hydropower Limited,SPHL,665185.0
2023-07-16,Sayapatri Hydropower Limited,SPHL,158760.0
2023-07-13,Sayapatri Hydropower Limited,SPHL,965256.8
2023-07-16,Shangri-la Development Bank Debenture 2087,SDBD87,8645.0
2023-07-13,Shangri-la Development Bank Debenture 2087,SDBD87,42380.0
2023-07-17,Shangrila Development Bank Ltd.,SADBL,41455446.3
2023-07-16,Shangrila Development Bank Ltd.,SADBL,10181701.6
2023-07-13,Shangrila Development Bank Ltd.,SADBL,18608769.7
2023-07-17,Shikhar Insurance Co. Ltd.,SICL,14505196.7
2023-07-16,Shikhar Insurance Co. Ltd.,SICL,17205195.7
2023-07-13,Shikhar Insurance Co. Ltd.,SICL,16274242.9
2023-07-17,Shine Resunga Development Bank Ltd.,SHINE,77513672.3
2023-07-16,Shine Resunga Development Bank Ltd.,SHINE,17566913.5
2023-07-13,Shine Resunga Development Bank Ltd.,SHINE,37132636.7
2023-07-17,Shiva Shree Hydropower Ltd,SSHL,10404563.7
2023-07-16,Shiva Shree Hydropower Ltd,SSHL,13008672.9
2023-07-13,Shiva Shree Hydropower Ltd,SSHL,26135220.0
2023-07-17,Shree Investment Finance Co. Ltd.,SIFC,7894598.3
2023-07-16,Shree Investment Finance Co. Ltd.,SIFC,4293127.5
2023-07-13,Shree Investment Finance Co. Ltd.,SIFC,11452948.8
2023-07-17,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,3060873.0
2023-07-16,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,2631814.1
2023-07-13,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,2517929.0
2023-07-17,Shuvam Power Limited,SPL,3219991.0
2023-07-16,Shuvam Power Limited,SPL,4872983.5
2023-07-13,Shuvam Power Limited,SPL,4641554.5
2023-07-17,Siddhartha Bank Limited,SBL,24370138.4
2023-07-16,Siddhartha Bank Limited,SBL,23780954.4
2023-07-13,Siddhartha Bank Limited,SBL,7140716.5
2023-07-17,Siddhartha Equity Fund,SEF,50880.0
2023-07-16,Siddhartha Equity Fund,SEF,16125.0
2023-07-13,Siddhartha Equity Fund,SEF,214411.04
2023-07-17,Siddhartha Investment Growth Scheme - 2,SIGS2,368861.0
2023-07-16,Siddhartha Investment Growth Scheme - 2,SIGS2,145147.25
2023-07-13,Siddhartha Investment Growth Scheme - 2,SIGS2,805711.0
2023-07-17,Siddhartha Premier Insurance Limited,SPIL,34940459.2
2023-07-16,Siddhartha Premier Insurance Limited,SPIL,20832678.2
2023-07-13,Siddhartha Premier Insurance Limited,SPIL,52823156.7
2023-07-17,Sikles Hydropower Limited,SIKLES,1029579.0
2023-07-16,Sikles Hydropower Limited,SIKLES,461208.0
2023-07-13,Sikles Hydropower Limited,SIKLES,1524855.0
2023-07-17,Sindhu Bikash Bank Ltd,SINDU,3127054.5
2023-07-16,Sindhu Bikash Bank Ltd,SINDU,1591119.3
2023-07-13,Sindhu Bikash Bank Ltd,SINDU,4500108.8
2023-07-17,Singati Hydro Energy Limited,SHEL,946861.5
2023-07-16,Singati Hydro Energy Limited,SHEL,437862.0
2023-07-13,Singati Hydro Energy Limited,SHEL,1317403.9
2023-07-17,Soaltee Hotel Limited,SHL,77332248.0
2023-07-16,Soaltee Hotel Limited,SHL,54487518.7
2023-07-13,Soaltee Hotel Limited,SHL,179294561.9
2023-07-17,Standard Chartered Bank Limited,SCB,12774592.1
2023-07-16,Standard Chartered Bank Limited,SCB,11140323.4
2023-07-13,Standard Chartered Bank Limited,SCB,6922633.4
2023-07-13,Summit Laghubitta Bittiya Sanstha Limited,SMFDB,2508331.7
2023-07-13,Sunrise Bank Limited,SRBL,7714872.3
2023-07-17,Sunrise Bluechip Fund,SBCF,19194.0
2023-07-16,Sunrise Bluechip Fund,SBCF,697581.28
2023-07-13,Sunrise Bluechip Fund,SBCF,262599.94
2023-07-17,Sunrise First Mutual Fund,SFMF,140074.0
2023-07-16,Sunrise First Mutual Fund,SFMF,99749.48
2023-07-13,Sunrise First Mutual Fund,SFMF,191450.0
2023-07-17,Sunrise Focused Equity Fund,SFEF,986878.85
2023-07-16,Sunrise Focused Equity Fund,SFEF,72180.33
2023-07-13,Sunrise Focused Equity Fund,SFEF,167397.6
2023-07-17,Super Madi Hydropower Limited,SMHL,2006679.0
2023-07-16,Super Madi Hydropower Limited,SMHL,2426995.5
2023-07-13,Super Madi Hydropower Limited,SMHL,2504473.0
2023-07-17,Super Mai Hydropower Limited,SMH,867739.0
2023-07-16,Super Mai Hydropower Limited,SMH,2632309.8
2023-07-13,Super Mai Hydropower Limited,SMH,3237594.5
2023-07-17,Support Microfinance Bittiya Sanstha Ltd.,SMB,237121.0
2023-07-16,Support Microfinance Bittiya Sanstha Ltd.,SMB,42786.6
2023-07-13,Support Microfinance Bittiya Sanstha Ltd.,SMB,486824.0
2023-07-17,SuryaJyoti Life Insurance Company Limited,SJLIC,26480422.1
2023-07-16,SuryaJyoti Life Insurance Company Limited,SJLIC,26293965.3
2023-07-13,SuryaJyoti Life Insurance Company Limited,SJLIC,36653762.1
2023-07-17,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,3683835.0
2023-07-16,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,3264942.4
2023-07-13,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,2879698.0
2023-07-17,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,31195608.4
2023-07-16,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,19030660.7
2023-07-13,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,8475729.5
2023-07-17,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,536098.0
2023-07-16,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,439964.0
2023-07-13,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,940159.0
2023-07-17,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,5240331.9
2023-07-16,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,3460969.4
2023-07-13,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,7431286.5
2023-07-17,Swet-Ganga Hydropower & Construction Limited ,SGHC,1697235.0
2023-07-16,Swet-Ganga Hydropower & Construction Limited ,SGHC,2057959.3
2023-07-13,Swet-Ganga Hydropower & Construction Limited ,SGHC,2744300.5
2023-07-17,Synergy Power Development Ltd.,SPDL,4268097.3
2023-07-16,Synergy Power Development Ltd.,SPDL,2892113.7
2023-07-13,Synergy Power Development Ltd.,SPDL,9740113.0
2023-07-17,Taragaon Regency Hotel Limited,TRH,32738442.8
2023-07-16,Taragaon Regency Hotel Limited,TRH,15308640.6
2023-07-13,Taragaon Regency Hotel Limited,TRH,25620812.8
2023-07-17,Terhathum Power Company Limited,TPC,853619.0
2023-07-16,Terhathum Power Company Limited,TPC,162618.6
2023-07-13,Terhathum Power Company Limited,TPC,1735605.4
2023-07-17,UNIVERSAL POWER COMPANY LTD,UPCL,11718765.1
2023-07-16,UNIVERSAL POWER COMPANY LTD,UPCL,7808462.4
2023-07-13,UNIVERSAL POWER COMPANY LTD,UPCL,19905222.8
2023-07-17,Unilever Nepal Limited,UNL,11193556.0
2023-07-16,Unilever Nepal Limited,UNL,1316870.0
2023-07-13,Unilever Nepal Limited,UNL,3545860.0
2023-07-17,Union Hydropower Limited,UNHPL,4330540.8
2023-07-16,Union Hydropower Limited,UNHPL,3264365.6
2023-07-13,Union Hydropower Limited,UNHPL,4051430.4
2023-07-17,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1754525.2
2023-07-16,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,2055592.0
2023-07-13,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,3749807.0
2023-07-17,United Ajod Insurance Limited,UAIL,1363372.3
2023-07-17,United IDI Mardi RB Hydropower Limited.,UMRH,1177750.1
2023-07-16,United IDI Mardi RB Hydropower Limited.,UMRH,531686.1
2023-07-13,United IDI Mardi RB Hydropower Limited.,UMRH,2042174.0
2023-07-17,United Modi Hydropower Ltd.,UMHL,4526744.5
2023-07-16,United Modi Hydropower Ltd.,UMHL,5905983.6
2023-07-13,United Modi Hydropower Ltd.,UMHL,7436153.5
2023-07-17,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,265801.0
2023-07-16,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,175519.0
2023-07-13,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,258980.0
2023-07-17,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,545223.8
2023-07-16,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,919396.2
2023-07-13,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,4223560.2
2023-07-17,Upper Hewakhola Hydropower Company Limited,UHEWA,1460342.0
2023-07-16,Upper Hewakhola Hydropower Company Limited,UHEWA,1225202.2
2023-07-13,Upper Hewakhola Hydropower Company Limited,UHEWA,2959151.8
2023-07-17,Upper Solu Hydro Electric Company Limited,USHEC,614368.0
2023-07-16,Upper Solu Hydro Electric Company Limited,USHEC,675984.5
2023-07-13,Upper Solu Hydro Electric Company Limited,USHEC,1628454.0
2023-07-17,Upper Tamakoshi Hydropower Ltd,UPPER,11363131.6
2023-07-16,Upper Tamakoshi Hydropower Ltd,UPPER,16581372.9
2023-07-13,Upper Tamakoshi Hydropower Ltd,UPPER,33591960.3
2023-07-13,Vijaya laghubitta Bittiya Sanstha Ltd.,VLBS,1301449.0
2023-07-17,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,222706.0
2023-07-16,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,32180.0
2023-07-13,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,290580.0
